"","GEOID","NAME","Minutes_Total_E","Minutes_Total_M","Minutes_Less_than_5_E","Minutes_Less_than_5_M","Minutes_5_to_9_E","Minutes_5_to_9_M","Minutes_10_to_14_E","Minutes_10_to_14_M","Minutes_15_to_19_E","Minutes_15_to_19_M","Minutes_20_to_24_E","Minutes_20_to_24_M","Minutes_25_to_29_E","Minutes_25_to_29_M","Minutes_30_to_34_E","Minutes_30_to_34_M","Minutes_35_to_39_E","Minutes_35_to_39_M","Minutes_40_to_44_E","Minutes_40_to_44_M","Minutes_45_to_59_E","Minutes_45_to_59_M","Minutes_60_to_89_E","Minutes_60_to_89_M","Minutes_90_or_more_E","Minutes_90_or_more_M","year"
"820","56025","Natrona County, Wyoming",39907,1962,2301,1064,6312,1173,9327,1381,10597,1364,6351,1114,1600,710,1183,444,142,144,669,551,309,198,533,311,583,445,2016
"821","72013","Arecibo Municipio, Puerto Rico",21568,1914,440,333,1316,638,2761,865,5056,1261,4262,859,1190,564,2278,799,169,138,404,317,1413,558,1005,461,1274,641,2016
"822","72021","Bayamon Municipio, Puerto Rico",61642,2491,505,306,1861,694,4243,990,9182,1350,7313,1345,3819,963,10666,1528,2622,664,3595,783,7135,1249,9228,1287,1473,630,2016
"823","72025","Caguas Municipio, Puerto Rico",41925,2732,557,397,3620,1031,3035,926,5455,1327,5773,1294,2405,872,6286,1420,333,327,999,422,5084,1323,5975,1277,2403,1069,2016
"824","72031","Carolina Municipio, Puerto Rico",57040,2652,663,538,4732,1205,5514,1217,8346,1580,7102,1256,3506,1138,10183,1505,1622,688,3155,856,6183,1314,5129,1133,905,458,2016
"825","72061","Guaynabo Municipio, Puerto Rico",36355,2273,300,279,1633,679,2847,844,6728,1360,6152,1268,1857,780,8717,2021,1104,679,2154,911,2814,972,1480,707,569,413,2016
"826","72097","Mayaguez Municipio, Puerto Rico",18202,1901,295,325,1314,570,2390,740,4723,1146,2120,772,1433,628,2940,945,290,435,339,268,1603,736,434,305,321,246,2016
"827","72113","Ponce Municipio, Puerto Rico",38556,2366,422,275,1218,448,6465,1144,10105,1547,6336,1491,3593,989,4929,1124,873,397,618,408,1265,580,2054,766,678,351,2016
"828","72127","San Juan Municipio, Puerto Rico",124765,3751,2623,854,8146,1542,15396,1884,22440,2639,26079,2290,4803,1015,25228,2164,1347,501,2699,693,6649,1396,6993,1447,2362,793,2016
"829","72135","Toa Alta Municipio, Puerto Rico",27443,2271,232,232,399,432,738,544,2012,836,1364,650,1182,651,5965,1633,841,539,1909,794,6672,1303,4717,1362,1412,879,2016
"830","72137","Toa Baja Municipio, Puerto Rico",26152,1930,151,199,986,637,1684,768,3172,916,2348,805,2040,927,4972,955,1592,613,1969,846,4459,1074,2164,905,615,552,2016
"831","72139","Trujillo Alto Municipio, Puerto Rico",25459,1714,168,183,951,526,1725,578,2426,828,2839,832,1674,660,5159,1161,448,350,1420,558,3951,1009,3908,934,790,438,2016
"832","26121","Muskegon County, Michigan",65849,2545,2240,670,9006,1331,13241,1776,12212,1550,9842,1217,3699,721,4371,831,1973,647,1480,513,4096,898,2170,534,1519,500,2012
"833","26125","Oakland County, Michigan",561031,6533,11150,1783,43301,3354,69704,3844,83881,4363,86755,4432,42656,2750,86559,3842,23769,1933,31653,2868,51359,3363,23168,2087,7076,1171,2012
"834","26139","Ottawa County, Michigan",123553,3594,6448,1212,15959,1688,23724,2377,23768,2621,18420,2055,8171,1310,12679,2052,3662,797,2836,1005,3888,994,2266,708,1732,573,2012
"835","26145","Saginaw County, Michigan",73643,2696,2600,607,9337,1488,12917,1348,12507,1387,12625,1460,5118,829,7963,1125,1959,672,1922,506,2926,661,2076,604,1693,546,2012
"836","26147","St. Clair County, Michigan",63461,2021,2940,764,7612,1238,7407,1157,7704,1236,8147,1101,3748,751,6716,1028,1676,472,2621,619,7426,1121,5907,927,1557,399,2012
"837","26155","Shiawassee County, Michigan",26279,1161,1406,446,2800,736,2986,598,2577,605,2920,559,2143,622,3820,712,795,337,1763,467,2572,574,1629,419,868,370,2012
"838","26159","Van Buren County, Michigan",28817,1555,1918,687,3402,900,3150,618,4517,957,4347,910,2049,590,3366,832,1125,404,1049,417,1713,489,1253,461,928,466,2012
"839","26161","Washtenaw County, Michigan",159539,3962,3664,897,16387,1922,27428,1876,28478,2239,28061,2164,9176,1354,18613,1969,3996,936,6388,1048,10386,1390,5424,941,1538,385,2012
"840","26163","Wayne County, Michigan",644964,7920,15099,2051,52670,3561,82382,2995,108382,4762,108625,5751,47418,3012,107732,4184,20655,2116,24383,2128,44149,3304,23008,2577,10461,1706,2012
"841","27003","Anoka County, Minnesota",169462,3209,2989,740,11532,1481,17420,1955,21574,2281,25404,1808,14308,1922,28627,2443,6947,1110,10222,1542,17997,1735,10678,1234,1764,531,2012
"842","27013","Blue Earth County, Minnesota",33424,1021,1765,637,5988,857,10198,1093,6544,1044,3493,634,1154,328,1780,409,380,191,292,168,704,292,446,223,680,254,2012
"843","27019","Carver County, Minnesota",45256,1652,2334,683,4253,650,6022,1307,4946,955,6172,975,3807,904,6789,1143,1958,615,2481,668,3589,820,2351,685,554,278,2012
"844","27037","Dakota County, Minnesota",206009,3555,5580,1166,19869,2056,28521,2432,28077,2449,33939,2648,17809,1858,32684,2144,7410,1188,8452,1213,15379,1923,6283,1194,2006,632,2012
"845","27053","Hennepin County, Minnesota",595445,6734,11663,1420,43997,3023,85149,4474,110003,4847,120784,5076,55144,3781,87583,3949,15873,1858,16768,1833,25895,2667,14443,2005,8143,1557,2012
"846","27109","Olmsted County, Minnesota",75598,2129,2626,751,11394,1410,21380,1947,18208,1822,10126,1389,2886,583,3707,770,499,238,763,400,1729,611,1043,503,1237,566,2012
"847","27123","Ramsey County, Minnesota",240275,4210,4430,939,20795,2227,34330,3055,43523,2843,46988,3085,20989,2234,32903,2846,6473,1086,7099,1128,14045,1847,5944,1023,2756,767,2012
"848","27137","St. Louis County, Minnesota",87064,2159,5111,1107,13301,1551,17635,1758,17370,1525,12060,1359,4726,920,6621,968,1914,444,1289,291,4139,719,1652,447,1246,469,2012
"849","27139","Scott County, Minnesota",66890,2353,1641,623,5506,1115,7133,952,8607,1375,9283,1468,6940,1248,12248,1427,2939,1000,4361,1058,5363,980,1855,701,1014,532,2012
"850","27141","Sherburne County, Minnesota",43792,1795,845,383,4754,1211,3925,1153,5848,1431,3652,916,3372,962,4287,1059,2256,790,2509,732,5772,1158,5320,1160,1252,447,2012
"851","27145","Stearns County, Minnesota",75080,2762,3915,819,11654,1826,14464,1830,15196,1540,10181,1252,3793,648,6370,789,1423,462,1297,544,2204,424,3522,879,1061,333,2012
"852","27163","Washington County, Minnesota",122243,3186,1753,519,11315,2006,14130,1693,15621,1635,21752,2143,9404,1249,20171,1938,5579,1290,5551,1140,10580,1531,4620,1204,1767,669,2012
"853","27171","Wright County, Minnesota",62511,1979,1970,674,6000,1235,6642,1580,6767,1456,5507,1042,3078,1050,7704,1432,3248,1078,5522,1656,8834,1388,6430,1211,809,476,2012
"854","28033","DeSoto County, Mississippi",76254,2428,1620,1011,6651,1601,7513,1355,8460,1640,14640,2262,7783,1356,16082,2275,3401,951,3171,811,4758,1065,847,406,1328,616,2012
"855","28035","Forrest County, Mississippi",30265,2480,1877,708,4680,1094,4683,1199,8249,1702,3829,960,815,455,2754,935,615,427,580,409,506,324,833,413,844,500,2012
"856","28047","Harrison County, Mississippi",83516,2825,2111,679,9747,1989,15050,2227,16709,2232,15636,2406,4708,1323,10696,1917,1060,579,1405,663,2675,907,2463,1113,1256,506,2012
"857","28049","Hinds County, Mississippi",99300,3870,2769,1274,7074,1485,12597,2099,19363,2326,21349,2539,8441,1619,17737,2340,1834,614,2678,924,3157,1035,1174,587,1127,505,2012
"858","28059","Jackson County, Mississippi",56617,2681,1447,586,5266,1439,7787,1253,10045,1547,9085,1732,3885,1270,10884,1806,1363,617,1892,920,2640,831,1769,896,554,289,2012
"859","28067","Jones County, Mississippi",27076,1332,377,263,2660,703,4023,1140,7389,1590,3064,827,771,556,5194,1370,264,267,489,306,1347,758,697,455,801,530,2012
"860","28075","Lauderdale County, Mississippi",31117,2224,1113,547,3376,992,5947,1160,6471,1404,6714,1571,1341,576,3097,957,427,373,98,154,929,511,895,701,709,354,2012
"861","28081","Lee County, Mississippi",37393,2113,1422,593,4503,1196,6944,1221,7181,1287,7675,1473,2826,902,3369,892,468,279,430,324,1399,720,626,348,550,421,2012
"862","28089","Madison County, Mississippi",43429,2122,849,505,3158,812,7044,1468,8384,1530,7192,1293,4514,1198,6796,1316,757,495,1191,530,2149,682,1226,669,169,202,2012
"863","28121","Rankin County, Mississippi",64271,2703,1330,581,5273,1661,5326,1344,9505,1836,10419,1813,5811,1245,15894,2300,2564,878,1512,637,3882,1052,1807,838,948,627,2012
"864","29019","Boone County, Missouri",82662,3040,3338,1026,10281,1700,19358,2353,20226,2670,12761,2048,4087,1069,6105,1552,937,436,1339,698,3298,1017,413,312,519,279,2012
"865","29021","Buchanan County, Missouri",40100,1864,701,447,7004,1156,12824,1820,10080,1328,3591,757,824,317,1396,464,137,94,340,230,1229,452,1498,531,476,263,2012
"866","29031","Cape Girardeau County, Missouri",34726,1546,1909,753,6105,1401,7775,1273,7103,1262,4723,968,1519,574,2735,641,568,327,275,190,778,359,612,313,624,386,2012
"867","29037","Cass County, Missouri",43528,2079,1714,611,4592,1415,4616,986,4494,1044,4578,976,2575,918,7326,1171,2916,990,3082,1005,5298,983,1778,502,559,380,2012
"868","29043","Christian County, Missouri",33971,2025,308,209,2338,779,2225,744,4801,977,6136,1088,3190,835,7870,1330,1677,640,1857,709,2567,808,630,524,372,220,2012
"869","29047","Clay County, Missouri",109180,3368,1770,621,11793,1879,14408,2205,21210,2567,18391,2330,9909,1758,14318,1928,4496,1447,4021,944,6029,1295,1695,608,1140,516,2012
"870","29051","Cole County, Missouri",34909,1896,1771,825,6792,1524,8925,1407,7167,1431,4125,866,1011,469,2148,713,979,455,456,383,864,517,146,110,525,458,2012
"871","29071","Franklin County, Missouri",45428,2458,2350,870,5025,1324,5743,1380,5533,1233,3809,922,2347,1015,4429,1176,1401,646,1735,686,6226,1309,5629,1363,1201,635,2012
"872","29077","Greene County, Missouri",129014,3449,4160,1211,13428,1774,23433,2301,31985,3451,29195,2672,6913,1349,10944,1665,827,378,1376,727,3029,880,2345,845,1379,475,2012
"873","29095","Jackson County, Missouri",300525,5208,7803,1404,31876,2793,39046,2718,50645,3141,51289,3626,25280,2391,49505,3760,8937,1216,9540,1234,18175,2482,4898,991,3531,799,2012
"874","29097","Jasper County, Missouri",51637,1984,2385,777,9533,1557,10338,1559,9584,1548,6789,1191,3056,816,5162,1113,716,509,971,348,1604,581,642,307,857,512,2012
"875","29099","Jefferson County, Missouri",102168,2750,2427,1132,6292,1417,9156,1691,8787,1443,13318,1813,7650,1525,16751,1986,5332,1285,7647,1456,13578,1782,8860,1613,2370,784,2012
"876","29165","Platte County, Missouri",46379,1750,2035,960,3536,945,4871,1118,7995,1441,8783,1311,4221,912,7390,1560,1391,517,1879,538,3036,802,870,413,372,221,2012
"877","29183","St. Charles County, Missouri",181358,3758,2855,837,16672,2214,23382,2633,25841,2358,29260,2854,13874,1616,31906,2576,7876,1515,9943,1357,13610,1710,3868,1172,2271,817,2012
"878","29187","St. Francois County, Missouri",25040,1739,998,599,5598,1600,4152,1111,3583,987,2993,947,598,332,1933,826,362,285,635,606,1233,660,1828,605,1127,465,2012
"879","29189","St. Louis County, Missouri",453902,6773,7740,1661,37753,3073,56136,3656,75797,4351,89082,4746,40459,3506,75816,5673,15526,1920,15447,1632,23024,2138,11089,1451,6033,1105,2012
"880","29510","St. Louis city, Missouri",133452,3682,2165,798,10823,1715,21036,1973,27515,2409,26318,2370,9378,1297,17842,1801,3986,810,2992,729,4302,826,3913,846,3182,813,2012
"881","30013","Cascade County, Montana",36085,1439,1786,572,6612,1239,9869,1322,8837,1305,3184,721,1223,443,2239,683,176,126,276,208,673,356,624,377,586,418,2012
"882","30029","Flathead County, Montana",36536,2048,1758,735,7031,1348,7293,1433,6391,1190,5982,1259,1641,523,2984,871,265,174,864,535,1061,593,706,429,560,257,2012
"883","30031","Gallatin County, Montana",46383,1552,3239,1131,8658,1219,10362,1393,10047,1339,7022,1377,1655,464,1880,459,55,70,528,253,979,459,865,432,1093,451,2012
"884","30063","Missoula County, Montana",54943,2198,2687,1057,8862,1913,13665,2269,14064,2024,8007,1419,1585,582,2496,893,579,454,970,586,868,493,507,344,653,374,2012
"885","30111","Yellowstone County, Montana",74806,2005,2622,863,9339,1493,17730,1668,17283,1990,14093,1934,2662,860,5012,1056,725,393,1091,535,1089,621,665,304,2495,683,2012
"886","31055","Douglas County, Nebraska",255777,3661,7863,1437,28650,2108,48685,3148,57294,3553,52246,2767,17702,1877,25770,2142,3813,907,2909,754,5127,1361,2968,737,2750,1082,2012
"887","31109","Lancaster County, Nebraska",149366,3570,5331,1227,18375,1992,33331,2376,34255,2528,29566,2448,7629,1213,10071,1871,1302,606,1121,475,3438,897,3493,938,1454,511,2012
"888","31153","Sarpy County, Nebraska",86007,2126,2152,820,7532,1192,13403,1581,17430,1574,19483,1820,8233,1145,10791,1237,1355,540,1668,624,2093,653,1124,447,743,297,2012
"889","32003","Clark County, Nevada",858148,9215,15016,2412,56228,4344,98940,5075,149696,6426,177667,8158,76652,4600,165735,6883,21359,2422,23854,2893,33886,2959,24042,2583,15073,1805,2012
"890","32031","Washoe County, Nevada",191174,3881,6553,1545,16421,2391,32847,2867,44086,3338,34240,2790,12263,1985,18993,2336,3375,941,4180,1091,8298,1417,6035,1563,3883,824,2012
"891","33005","Cheshire County, New Hampshire",36370,1827,1500,611,5151,1177,7354,1363,5911,1117,4949,1032,2051,561,3895,900,877,436,936,391,1395,413,1274,403,1077,487,2012
"892","33009","Grafton County, New Hampshire",41704,2288,3264,772,7034,1373,7544,1427,6749,1417,4905,1027,1744,511,4474,1023,721,239,1213,410,1715,492,1424,488,917,303,2012
"893","33011","Hillsborough County, New Hampshire",197515,3952,4101,1007,17699,2193,32096,2938,31933,2762,27347,2538,11713,1672,23784,2674,7598,1258,7693,1326,16089,1775,12194,1729,5268,973,2012
"894","33013","Merrimack County, New Hampshire",69207,2504,1773,508,6990,1147,10001,1368,9243,1403,10470,1321,5511,1278,8793,1044,2172,667,3147,767,6199,1073,3454,690,1454,618,2012
"895","33015","Rockingham County, New Hampshire",151505,3580,5501,1353,13576,1796,16705,1835,17699,2039,20402,2232,13705,1966,21638,2324,4652,1032,6832,1255,14419,1681,10941,1768,5435,1067,2012
"896","33017","Strafford County, New Hampshire",58869,2805,1694,767,6579,1341,9519,1781,9014,1440,7068,1441,5489,1247,4949,1003,1155,487,3104,905,4432,926,3812,837,2054,764,2012
"897","34001","Atlantic County, New Jersey",118613,4083,3634,972,13592,2108,19860,2393,23226,2496,19711,2630,7055,1478,12262,1822,2925,1080,3511,698,4281,1227,6013,1244,2543,816,2012
"898","34003","Bergen County, New Jersey",420937,5121,8874,1629,32725,2675,49022,3385,50487,3530,48553,4220,29222,2697,58875,4428,12885,1940,17222,1853,40237,3495,54729,3488,18106,2120,2012
"899","34005","Burlington County, New Jersey",206243,4248,4052,950,17378,2294,27645,2879,29287,2321,29006,2612,14306,2006,26784,2173,7143,1132,8693,1420,19240,2110,14520,2013,8189,1517,2012
"900","34007","Camden County, New Jersey",222528,4932,5225,1271,16216,2214,30001,2449,31459,2511,30875,2656,12760,1850,35019,3199,5794,1193,9866,1721,24297,2373,14800,2034,6216,1179,2012
"901","34009","Cape May County, New Jersey",41689,2162,3305,807,5374,914,6465,1387,8733,1495,5233,1092,2780,878,3460,939,763,390,976,416,2277,735,1290,400,1033,458,2012
"902","34011","Cumberland County, New Jersey",56873,2808,2806,842,7906,1457,11592,2157,9338,1378,6594,1047,2501,752,5258,1177,791,444,1023,470,3233,775,4785,1200,1046,412,2012
"903","34013","Essex County, New Jersey",326088,5564,5629,1277,21310,2130,31382,2512,39470,2766,45014,3221,18220,2633,53588,3526,9509,1675,15109,1989,30744,2603,38778,3029,17335,1999,2012
"904","34015","Gloucester County, New Jersey",132397,3419,4021,999,13296,1510,14856,1745,16929,1657,13252,1678,7984,1400,19031,2276,6709,1269,7559,1173,15568,1818,10664,1574,2528,743,2012
"905","34017","Hudson County, New Jersey",312658,5514,2751,854,12083,1765,28651,3317,31282,2984,38573,3400,11582,1656,51261,4035,9073,1411,25749,2486,46083,3469,44067,3277,11503,1795,2012
"906","34019","Hunterdon County, New Jersey",61219,2209,1588,604,5615,1293,7609,1612,4041,735,6935,1293,3508,791,8127,1272,2953,721,3197,852,9143,1469,6523,1042,1980,585,2012
"907","34021","Mercer County, New Jersey",159592,4209,3798,1183,16270,2634,26235,2695,29079,2943,20556,2282,10478,1906,15956,2182,2978,937,4247,1185,10970,1569,8606,1516,10419,1567,2012
"908","34023","Middlesex County, New Jersey",372673,6218,7005,1382,25662,2379,42698,3644,47792,3450,50655,3597,21071,2428,48694,3412,10410,1436,17455,2012,36497,3392,39933,3253,24801,2457,2012
"909","34025","Monmouth County, New Jersey",282556,5103,8567,2000,26789,2769,38224,3563,33732,2475,30687,2486,15060,2074,27102,2446,7583,1455,9117,1155,24944,2260,37467,2991,23284,2026,2012
"910","34027","Morris County, New Jersey",240493,4526,4878,1097,23320,3026,30037,2595,27042,2396,34227,3043,13385,1928,30350,2763,7701,1183,14453,1837,23210,2639,19861,2364,12029,1782,2012
"911","34029","Ocean County, New Jersey",223187,5025,6786,1332,21103,2302,32456,3214,27354,2034,28567,3179,11038,2033,21858,2125,7292,1323,10340,1893,21928,1811,21690,2293,12775,1714,2012
"912","34031","Passaic County, New Jersey",218676,5105,4305,1264,20053,2586,32641,2925,31428,3106,31984,3419,17276,1962,34104,3269,5096,1200,6898,1407,14724,2223,14907,2351,5260,1203,2012
"913","34033","Salem County, New Jersey",27427,1514,1337,432,3084,877,3389,759,3696,728,4853,760,1987,566,2975,658,994,433,1149,477,1694,493,1874,653,395,280,2012
"914","34035","Somerset County, New Jersey",154099,2958,3244,862,9665,1329,17291,2114,20449,2059,21551,2482,9939,1318,20390,1933,7298,1249,8561,1330,13847,1794,12541,1769,9323,1330,2012
"915","34037","Sussex County, New Jersey",70273,2090,2459,720,6378,1487,7256,1333,6270,951,7321,1250,2436,681,7061,1074,1403,462,3725,806,9159,1193,11355,1129,5450,881,2012
"916","34039","Union County, New Jersey",246351,4180,5541,1229,18185,2250,28669,2762,33275,2774,35005,2984,14998,2104,35352,2497,7827,1317,13732,2319,22898,2568,22008,2200,8861,1448,2012
"917","34041","Warren County, New Jersey",50693,1973,2344,1436,5352,1097,4525,1040,3732,715,4461,1030,1931,642,5677,1001,1702,547,3245,827,6967,1192,8295,1242,2462,653,2012
"918","35001","Bernalillo County, New Mexico",293256,5677,7230,1643,23991,2705,40479,2642,66403,4311,64223,4651,21406,2244,40358,3199,4805,1095,4049,1065,11416,1922,5547,1187,3349,784,2012
"919","35005","Chaves County, New Mexico",24712,1753,1361,487,4294,914,6701,1077,4634,1044,3163,736,775,412,1302,576,423,331,377,286,658,472,504,293,520,337,2012
"920","35013","Do?a Ana County, New Mexico",84113,3702,3630,1424,9423,1697,15016,2225,20701,2959,11852,2006,4690,1274,8526,1952,1352,1022,963,406,4627,1333,2201,784,1132,524,2012
"921","35025","Lea County, New Mexico",27576,1276,1770,721,4655,1066,8462,1350,4911,1102,2585,758,1393,583,1327,512,202,240,219,178,315,190,763,503,974,390,2012
"922","35031","McKinley County, New Mexico",20673,1518,862,291,3737,894,4700,902,3039,830,1579,665,215,130,2539,522,202,215,183,114,1364,392,1570,444,683,456,2012
"923","35035","Otero County, New Mexico",22679,1964,1570,666,5075,1181,4200,1128,2840,978,3495,908,1308,580,2209,809,338,278,155,168,433,281,379,240,677,373,2012
"924","35043","Sandoval County, New Mexico",53208,2368,843,336,6329,1393,6550,1111,5736,1019,6034,1208,3182,1032,8797,1433,1647,629,2823,1089,5818,1337,3859,843,1590,775,2012
"925","35045","San Juan County, New Mexico",49361,2263,1850,607,6711,1348,9474,1618,7284,1387,6919,1102,2225,814,6408,1283,897,567,694,353,3130,879,2585,752,1184,443,2012
"926","35049","Santa Fe County, New Mexico",62568,2321,2026,559,8357,1433,10525,1577,10673,1341,11205,1342,3463,836,7763,1194,1348,691,1310,357,3172,917,1881,881,845,332,2012
"927","35061","Valencia County, New Mexico",26831,2103,980,512,2752,843,3125,977,3885,920,1981,694,1398,648,3849,1223,1416,585,2838,829,2924,777,1095,575,588,362,2012
"928","36001","Albany County, New York",142458,3974,2693,870,17241,2377,26888,2709,33617,2826,25231,1907,8954,1492,15469,2785,2601,804,2962,906,3450,992,2014,568,1338,471,2012
